10.1002/acm2.12345;Wiley;TRUE;2018
10.1002/acm2.12364;Wiley;TRUE;2018
10.1002/acm2.12414;Wiley;TRUE;2018
10.1002/acm2.12744;Wiley;TRUE;2019
10.1002/adfm.201705786;Wiley;FALSE;2018
10.1002/adfm.201805094;Wiley;FALSE;2019
10.1002/adfm.201805491;Wiley;TRUE;2018
10.1002/adma.201603823;Wiley;FALSE;2016
10.1002/adma.202005473;Wiley;TRUE;2020
10.1002/admi.201800423;Wiley;FALSE;2018
10.1002/admt.201901037;Wiley;TRUE;2020
10.1002/adom.201801478;Wiley;TRUE;2019
10.1002/adom.201900942;Wiley;TRUE;2019
10.1002/adom.202000828;Wiley;TRUE;2020
10.1002/advs.201800949;Wiley;TRUE;2018
10.1002/ange.201609138;Wiley;TRUE;2016
10.1002/ange.201805955;Wiley;FALSE;2018
10.1002/app.42180;Wiley;FALSE;2015
10.1002/app.43122;Wiley;FALSE;2015
10.1002/app.45658;Wiley;FALSE;2017
10.1002/app.45727;Wiley;FALSE;2017
10.1002/app.49720;Wiley;FALSE;2020
10.1002/ardp.201900092;Wiley;FALSE;2019
10.1002/bem.22074;Wiley;TRUE;2017
10.1002/bmc.4647;Wiley;FALSE;2019
10.1002/cepa.785;Wiley;FALSE;2018
10.1002/chin.201635108;Wiley;FALSE;2016
10.1002/clen.201800132;Wiley;FALSE;2018
10.1002/cssc.201600769;Wiley;FALSE;2016
10.1002/cssc.201903026;Wiley;TRUE;2019
10.1002/eap.2189;Wiley;TRUE;2020
10.1002/em.21994;Wiley;FALSE;2016
10.1002/ird.1891;Wiley;FALSE;2015
10.1002/jbm.a.36427;Wiley;FALSE;2018
10.1002/jbm.a.36936;Wiley;FALSE;2020
10.1002/jctb.6483;Wiley;FALSE;2020
10.1002/mabi.201600316;Wiley;TRUE;2016
10.1002/mc.22267;Wiley;FALSE;2015
10.1002/mcda.1616;Wiley;FALSE;2017
10.1002/med.21773;Wiley;FALSE;2020
10.1002/pamm.201510313;Wiley;FALSE;2015
10.1002/pamm.201610124;Wiley;TRUE;2016
10.1002/pamm.201610404;Wiley;FALSE;2016
10.1002/pamm.201710367;Wiley;TRUE;2017
10.1002/pamm.201800298;Wiley;FALSE;2018
10.1002/pamm.201900160;Wiley;TRUE;2019
10.1002/pola.28421;Wiley;TRUE;2016
10.1002/ppap.201800090;Wiley;FALSE;2018
10.1002/pssa.201701034;Wiley;FALSE;2018
10.1002/pssa.201800250;Wiley;FALSE;2018
10.1002/pssa.201900444;Wiley;FALSE;2019
10.1002/pssb.201451464;Wiley;TRUE;2015
10.1002/pssb.201451712;Wiley;FALSE;2015
10.1002/pssb.201451738;Wiley;FALSE;2015
10.1002/pssb.201552143;Wiley;TRUE;2015
10.1002/pssb.201552560;Wiley;FALSE;2016
10.1002/pssb.201600042;Wiley;FALSE;2016
10.1002/pssb.201600340;Wiley;FALSE;2016
10.1002/pssb.201600406;Wiley;FALSE;2016
10.1002/pssb.201600488;Wiley;FALSE;2016
10.1002/pssb.201600616;Wiley;TRUE;2016
10.1002/pssb.201600689;Wiley;FALSE;2017
10.1002/pssb.201700153;Wiley;FALSE;2017
10.1002/pssb.201700230;Wiley;FALSE;2017
10.1002/pssb.201700405;Wiley;FALSE;2017
10.1002/pssb.201700499;Wiley;FALSE;2017
10.1002/pssb.201700559;Wiley;FALSE;2018
10.1002/pssb.201800279;Wiley;FALSE;2018
10.1002/pssb.201800636;Wiley;FALSE;2019
10.1002/pssb.201900027;Wiley;TRUE;2019
10.1002/pssb.201900145;Wiley;FALSE;2019
10.1002/pssb.201900325;Wiley;FALSE;2019
10.1002/pssb.201900429;Wiley;FALSE;2019
10.1002/pssb.201900525;Wiley;FALSE;2020
10.1002/pssb.201900535;Wiley;FALSE;2019
10.1002/pssb.201900671;Wiley;TRUE;2020
10.1002/pssb.201900700;Wiley;FALSE;2020
10.1002/pssb.201970013;Wiley;TRUE;2019
10.1002/pssb.202000058;Wiley;FALSE;2020
10.1002/pssb.202000221;Wiley;FALSE;2020
10.1002/pssb.202000306;Wiley;FALSE;2020
10.1002/pssc.201510116;Wiley;FALSE;2015
10.1002/pssc.201510283;Wiley;FALSE;2016
10.1002/pssc.201600146;Wiley;TRUE;2016
10.1002/pssc.201700124;Wiley;FALSE;2017
10.1002/pssc.201700183;Wiley;FALSE;2017
10.1002/pssr.201570657;Wiley;TRUE;2015
10.1002/sia.6644;Wiley;FALSE;2019
10.1002/smll.201702516;Wiley;FALSE;2017
10.1002/smtd.201700189;Wiley;FALSE;2017
10.1002/zamm.201800119;Wiley;FALSE;2019
10.1002/zamm.201800156;Wiley;FALSE;2019
10.1002/zamm.201800193;Wiley;FALSE;2019
10.1051/bioconf/20202506004;EDP;TRUE;2020
10.1051/bioconf/20202506005;EDP;TRUE;2020
10.1051/e3sconf/20183002008;EDP;TRUE;2018
10.1051/e3sconf/20183601001;EDP;TRUE;2018
10.1051/e3sconf/20186000009;EDP;TRUE;2018
10.1051/e3sconf/20186000013;EDP;TRUE;2018
10.1051/e3sconf/20186000015;EDP;TRUE;2018
10.1051/e3sconf/20186000016;EDP;TRUE;2018
10.1051/e3sconf/20186000019;EDP;TRUE;2018
10.1051/e3sconf/20186000020;EDP;TRUE;2018
10.1051/e3sconf/20186000025;EDP;TRUE;2018
10.1051/e3sconf/20186000030;EDP;TRUE;2018
10.1051/e3sconf/20186000035;EDP;TRUE;2018
10.1051/e3sconf/20186601019;EDP;TRUE;2018
10.1051/e3sconf/20186603001;EDP;TRUE;2018
10.1051/e3sconf/201910504048;EDP;TRUE;2019
10.1051/e3sconf/201910601017;EDP;TRUE;2019
10.1051/e3sconf/201910900005;EDP;TRUE;2019
10.1051/e3sconf/201910900022;EDP;TRUE;2019
10.1051/e3sconf/201910900026;EDP;TRUE;2019
10.1051/e3sconf/201910900028;EDP;TRUE;2019
10.1051/e3sconf/201910900031;EDP;TRUE;2019
10.1051/e3sconf/201910900041;EDP;TRUE;2019
10.1051/e3sconf/201910900042;EDP;TRUE;2019
10.1051/e3sconf/201910900043;EDP;TRUE;2019
10.1051/e3sconf/201910900046;EDP;TRUE;2019
10.1051/e3sconf/201910900051;EDP;TRUE;2019
10.1051/e3sconf/201910900055;EDP;TRUE;2019
10.1051/e3sconf/201910900067;EDP;TRUE;2019
10.1051/e3sconf/201910900069;EDP;TRUE;2019
10.1051/e3sconf/201910900073;EDP;TRUE;2019
